,active,address,address_line_2,city,county,createdate,dayphone,license,organization,state,type,ubi,zip
1389,ACTIVE (ISSUED),17731 59TH AV NE BLDG 16 STE A,,ARLINGTON,SNOHOMISH,20180615,2066697025,417068,SEATTLE'S PRIVATE RESERVE,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033841480010000,982236446
1390,PENDING (ISSUED),517 128TH ST SW STE B,,EVERETT,SNOHOMISH,20180315,4252909000,425493,LOCAL ROOTS MARIJUANA,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034419750010000,982047311
1391,ACTIVE (ISSUED),29900 FERN BLUFF ROAD STE 200,STE 200,MONROE,SNOHOMISH,20180502,3608058855,413283,RED FROG,WA,MARIJUANA PROCESSOR,6033472750010000,982728035
1392,ACTIVE (ISSUED),360 STATE ROUTE 7,,MORTON,LEWIS,20180618,5033170557,422849,A PIPE DREAM,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035939070010000,983560000
1393,PENDING (ISSUED),26425 S RUPP #G 1,,CHENEY,SPOKANE,20180508,5094654080,416089,BS GROWERS,WA,MARIJUANA PRODUCER TIER 2,6033817650010000,990040000
1394,PENDING (ISSUED),38818 N HATCH RD SUITE C,,DEER PARK,SPOKANE,20180316,5092767717,415750,CLOUD 9 CANNABIS RESEARCH,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034886080010000,990069107
1395,ACTIVE (ISSUED),25711 N MONROE RD,,DEER PARK,SPOKANE,20180531,3478730468,416117,C.K. ORGANICS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033598340010000,990069773
1396,ACTIVE (ISSUED),422 PEARCE RD STE A,,PORT ANGELES,CLALLAM,20180515,3604575638,417062,PLOWBACK PLUNDER,WA,MARIJUANA PRODUCER TIER 1,6033632170010000,983628682
1397,ACTIVE (ISSUED),85 SCOTT HILL DR STE A,,ORCAS,SAN JUAN,20180413,3603763744,412179,BILLY'S GOAT (GREATEST OF ALL THINGS),WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033501090010000,982800000
1398,ACTIVE (ISSUED),22002 64TH AVE W STE 2A,SUITE 2A,MOUNTLAKE TERRACE,SNOHOMISH,20171117,4252100546,423224,RAINIER CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033580640010000,980432547
1399,ACTIVE (ISSUED),13217 41ST AVE NE BLDG B,BLDG B,MARYSVILLE,SNOHOMISH,20180309,2534489170,414513,TOP CAT ENTERPRISES,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033560240010000,982717808
1400,ACTIVE (ISSUED),27721 PACIFIC AVE S STE D,,FEDERAL WAY,KING,20171207,2532794511,415544,BB&B,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033558630010000,980032406
1401,ACTIVE (ISSUED),2305 E 5TH ST,,VANCOUVER,CLARK,20180430,3609100274,416039,FRESH KIND FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6040339700010000,986610000
1402,ACTIVE (ISSUED),5845 192ND AVE SW STE 103,,ROCHESTER,THURSTON,20180614,9176575428,416644,SWELL FARMACY,WA,MARIJUANA PROCESSOR,6035280370010000,985790000
1403,ACTIVE (ISSUED),805 E HOUSTON AVE STE B,,SPOKANE,SPOKANE,20180423,5093272777,412630,KOUCHLOCK PRODUCTIONS,WA,MARIJUANA PROCESSOR,6031046500010000,992085502
1404,ACTIVE (ISSUED),5655 GUIDE MERIDIAN STE A,,BELLINGHAM,WHATCOM,20180530,3607342020,413314,2020 SOLUTIONS ON THE GUIDE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034152650010000,982269722
1405,ACTIVE (ISSUED),922 PEACE PORTAL DR,,BLAINE,WHATCOM,20180612,3603328922,415064,EVERGREEN CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033581770010000,982304409
1406,ACTIVE (ISSUED),225805 EAST WALTER PR SE STE A,,KENNEWICK,BENTON,20180605,5095515105,416172,LEETCOM LABORATORIES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033564070010000,993376832
1407,ACTIVE (ISSUED),23930 OSO LOOP RD  STE E,SUITE E,ARLINGTON,SNOHOMISH,20180330,2063547034,414146,SUPER NATURAL,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033570590010000,982236850
1408,ACTIVE (ISSUED),2530 PEACE PORTAL DR SUITE B,,BLAINE,WHATCOM,20180329,4252314439,422817,DANK OF AMERICA,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6036038240010000,982308063
1409,ACTIVE (ISSUED),10221 CENTER RD STE B,,QUILCENE,JEFFERSON,20180330,3603014415,425887,GNARLEY DOG FARM,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033442850010000,983769747
1410,ACTIVE (ISSUED),3631 VINEYARD WAY STE A,,KETTLE FALLS,STEVENS,20180420,3604748004,413127,GREEN HEALTH ORGANIZATION,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6031070000010000,991418853
1411,ACTIVE (ISSUED),20925 CYPRESS WAY STE C 103,,LYNNWOOD,SNOHOMISH,20180606,9168359616,414500,EUPHORIUM 420,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033538920010000,980367989
1412,ACTIVE (ISSUED),4326 PACIFIC HWY  STE C,STE C,BELLINGHAM,WHATCOM,20180317,2064668107,417051,PREMIUM CANNABIS PRODUCERS LLC,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035043310010000,982269017
1413,ACTIVE (ISSUED),8618 99TH AVE NE STE A,STE A,ARLINGTON,SNOHOMISH,20180426,3603634493,412622,CHIPPER GARDENS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6032928360010000,982236205
1414,ACTIVE (ISSUED),847 E SR 4,,CATHLAMET,WAHKIAKUM,20180419,5033170557,422825,EVERGREEN STATE ENTERPRISES,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6036041830010000,986120000
1415,ACTIVE (ISSUED),1982 NE OLD BELFAIR HWY,,BELFAIR,MASON,20180618,3605522884,412452,HAZY DAZE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035134480010000,985289657
1416,ACTIVE (ISSUED),3605 E ROWAN AVE STE 1,,SPOKANE,SPOKANE,20180605,5092168596,413957,GREEN MATTER,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033459360010000,992176665
1417,ACTIVE (ISSUED),11854 SW LAKE FLORA RD,STE B,PORT ORCHARD,KITSAP,20180614,2538200241,412582,HESPERIDES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033510890010000,983670000
1418,ACTIVE (ISSUED),102 GARRETT LANE,,TONASKET,OKANOGAN,20180612,4256980116,413010,TURTLE LAKE ENTERPRISES,WA,MARIJUANA PRODUCER TIER 1,6030522160010000,988559788
1419,ACTIVE (ISSUED),22106 SE 51ST PL,,ISSAQUAH,KING,20180309,4252466547,423779,GREEN GROTTO,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033491710010000,980272519
1420,ACTIVE (ISSUED),99 GREENACRES RD,LOT C,RIVERSIDE,OKANOGAN,20180601,5097600582,419454,COLUMBIA GROWN,WA,MARIJUANA PRODUCER TIER 3,6033562840010000,988499625
1421,PENDING (ISSUED),401 SOUTH BOONE,,ABERDEEN,GRAYS HARBOR,20180423,4255036116,414345,UNCLE ANDO'S WURLD OF WEED,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035352180010000,985208508
1422,ACTIVE (ISSUED),8911 EVERGREEN WAY,,EVERETT,SNOHOMISH,20180501,4254441575,426731,KUSHMAN,WA,MARIJUANA RETAILER,6027085610010000,982082626
1423,ACTIVE (ISSUED),1843 W BLACK ARROW LN,,OTHELLO,ADAMS,20180625,3608195502,425086,ADVANCED AGRICULTURE,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6030247700010000,993440000
1424,ACTIVE (ISSUED),109 S 10TH ST STE B,,GARFIELD,WHITMAN,20180518,5096350194,412870,KOULEE KUSH,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033727920010000,991308756
1425,ACTIVE (ISSUED),29900 FERN BLUFF ROAD STE 100,STE 100,MONROE,SNOHOMISH,20180502,3608058855,413282,RED FROG,WA,MARIJUANA PROCESSOR,6033472750010000,982728035
1426,PENDING (ISSUED),6063B HIGHWAY 291,,NINE MILE FALLS,STEVENS,20180619,5097106899,426632,DADANKO,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035831590010000,990269565
1427,PENDING (ISSUED),2432C HWY 395 SOUTH BLDG 420,,CHEWELAH,STEVENS,20180616,3605093572,416902,WILDFIRE CANNABIS COMPANY,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034327150010000,991090000
1428,ACTIVE (ISSUED),5310 COUNTRY LANE RD,,LANGLEY,ISLAND,20180530,8773372274,415860,THC SERVICES,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033565620010000,982608208
1429,ACTIVE (ISSUED),1096 HWY 153,,METHOW,OKANOGAN,20180212,5098607111,420764,DABNABBITS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033524760010000,988340000
1430,ACTIVE (ISSUED),1260 116TH AVE NE STE D,,BELLEVUE,KING,20180314,2068527155,426448,EXPONENTIAL 3,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035781200010000,980043800
1431,ACTIVE (ISSUED),6698 STATE ROUTE 12,,OAKVILLE,GRAYS HARBOR,20180620,2069305978,412852,KFG,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6040409780010000,985689608
1432,PENDING (ISSUED),1845 GURLEY RD STE B,,GRANGER,YAKIMA,20180523,2067699776,425750,CACTUS BLOSSOM LLC,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034162880010000,989329444
1433,ACTIVE (ISSUED),5004 WEISHAAR RD E,,ODESSA,LINCOLN,20180320,5103336835,416606,KUSH VALLEY,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033508210010000,991596000
1434,PENDING (ISSUED),5913 NE 127TH AVE STE 400,,VANCOUVER,CLARK,20180606,3609034619,414286,FAIRWINDS MANUFACTURING,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6022611560010000,986825889
1435,ACTIVE (ISSUED),4051 HAMMER DR STE 103,STE 103,BELLINGHAM,WHATCOM,20180329,3603067327,426545,ORACLE ACRES,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033518800010000,982267665
1436,ACTIVE (ISSUED),"7800 POSTMA RD, STE 3",,MOXEE,YAKIMA,20180329,2063809089,416689,GROOVY GREENS,WA,MARIJUANA PRODUCER TIER 2,6034455680010000,989360000
1437,PENDING (ISSUED),8912 KIMMIE ST SW STE A,,TUMWATER,THURSTON,20180428,2069203637,416323,BELLINGHAM BUD CO.,WA,MARIJUANA PROCESSOR,6033457080010000,985120000
1438,ACTIVE (ISSUED),6311 RICH RD SE,,OLYMPIA,THURSTON,20180411,3604021406,416523,DAN-PAN PROCESSING LLC,WA,MARIJUANA PROCESSOR,6033583810010000,985010000
1439,PENDING (ISSUED),7023 N JULIA ST,,SPOKANE,SPOKANE,20180427,2066017585,413169,CONTENDER GARDENS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033530420010000,992170000
1440,ACTIVE (ISSUED),3062 SW HWY 16 STE A,,BREMERTON,KITSAP,20180615,2064278666,423775,HERBAL HEALING,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035830060010000,983120000
1441,ACTIVE (ISSUED),11016 BRIDGEPORT WAY SW,,LAKEWOOD,PIERCE,20180530,2536786934,425851,PMR INDUSTRIES,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035507850010000,984993514
1442,ACTIVE (ISSUED),7800 POSTMA RD STE 8,,MOXEE,YAKIMA,20180529,4257657130,423332,BOHEMIAN ENTERPRISES,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033561880010000,989364420
1443,ACTIVE (ISSUED),14107 PIONEER WAY E,A-1,PUYALLUP,PIERCE,20180501,4252382090,416305,SUBLIME VENTURES,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6030135090010000,983720000
1444,ACTIVE (ISSUED),10333 LAKE CITY WAY NE #101,,SEATTLE,KING,20180618,2069791960,414160,LUX POT SHOP,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034151100010000,981257737
1445,ACTIVE (ISSUED),5725 CEDAR FLATS RD SW STE 1,,OLYMPIA,THURSTON,20180521,3607908549,413133,PROPACWA,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6032827720010000,985129415
1446,ACTIVE (ISSUED),5506 LACKEY CT STE 1,,VAUGHN,PIERCE,20180329,2538518074,416164,JC MANAGEMENT COMPANY,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6032565700010000,983940000
1447,ACTIVE (ISSUED),2412 ANDERSON HILL RD SW STE A,SUITE A,PORT ORCHARD,KITSAP,20180502,3609082447,416837,GOATHOUSE,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033924740010000,983679311
1448,ACTIVE (ISSUED),2916 STATE ST STE 303,,EVERETT,SNOHOMISH,20180409,3602220117,425184,GOODIES,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033547560010000,982013842
1449,ACTIVE (ISSUED),6511 NE 137TH AVE,,VANCOUVER,CLARK,20180321,3609475404,421702,HIGH-5 CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034040170010000,986825948
1450,ACTIVE (ISSUED),9642 LUNDEEN RD SW UNIT B,,ROCHESTER,THURSTON,20180621,2062915172,426973,BMB LLC,WA,MARIJUANA PRODUCER TIER 2,6033590790010000,985799016
1451,ACTIVE (ISSUED),220 E JACKSON AVE,,SPOKANE,SPOKANE,20180411,,417169,SUGARLEAF,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033582700010000,992072153
1452,ACTIVE (ISSUED),4924 FOXHALL SR NE,,OLYMPIA,THURSTON,20180409,2539050591,417076,RESINATE,WA,MARIJUANA PRODUCER TIER 2,6035607840010000,985161117
1453,ACTIVE (ISSUED),285 CANAL RD,,TOUTLE,COWLITZ,20180308,2066596531,422420,ARISTOCRAT CANNABIS LLC,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035889360010000,986499703
1454,ACTIVE (ISSUED),1199 W CUNNINGHAM RD F1,STE F1,OTHELLO,ADAMS,20180507,2032401211,414229,GREEN GOLD TRUST,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6031776620010000,993440000
1455,ACTIVE (ISSUED),28611 139TH AVE NE STE B,,ARLINGTON,SNOHOMISH,20180626,2069404980,412522,GREENHOUSE OF ARLINGTON,WA,MARIJUANA PROCESSOR,6033518790010000,982239302
1456,ACTIVE (ISSUED),23251 HWY 20,,OKANOGAN,OKANOGAN,20180309,5094296082,413700,CARIBOU CORNER CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6022089500010000,988400000
1457,ACTIVE (ISSUED),5402 216TH AVENUE SW,,CENTRALIA,THURSTON,20180413,3607905239,412836,GUERRILLA GREENS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033532220010000,985310000
1458,ACTIVE (ISSUED),37 ENTERPRISE LN,,ELMA,GRAYS HARBOR,20180328,4254552291,424481,NWCS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6040946460010000,985410000
1459,PENDING (ISSUED),12743 QUANTUM LANE BLDG 6,,ANACORTES,SKAGIT,20180522,2062289000,413163,NORTH COAST GROWERS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033521730010000,982218364
1460,ACTIVE (ISSUED),1131 E STATE ROUTE 532,,CAMANO ISLAND,ISLAND,20180529,4254789928,413901,BUD HUT,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033591690010000,982828833
1461,PENDING (ISSUED),7924 RIVER ROAD,,PUYALLUP,PIERCE,20180516,2539732476,352673,LUCID PUYALLUP,WA,MARIJUANA RETAILER,6016367550010000,983713839
1462,ACTIVE (ISSUED),15505 WEBBER CANYON RD STE C,STE C,BENTON CITY,BENTON,20180614,5093080996,416300,AMERICAN CANNABIS COMPANY,WA,MARIJUANA PRODUCER TIER 3,6040021090010000,993200000
1463,ACTIVE (ISSUED),4896 MCCONIHE RD NE SITE A,,MOSES LAKE,GRANT,20180212,5097629530,417263,CALVIN'S BEST,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6005785880010000,988379338
1464,ACTIVE (ISSUED),5713 OLYMPIC HWY,,ABERDEEN,GRAYS HARBOR,20180612,3603460157,417237,SOUND CANNABIS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034768060010000,985200000
1465,ACTIVE (ISSUED),4912 17TH AVE NW STE A,,SEATTLE,KING,20180618,2062459919,414532,LUX POT SHOP,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034150760010000,981074726
1466,ACTIVE (ISSUED),2615 NE 113TH ST,,SEATTLE,KING,20180607,2064079373,413451,CARINNA'S HERBS OF GRACE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034695420010000,981256794
1467,ACTIVE (ISSUED),126 NEWMAN CREEK RD,UNIT 8,ELMA,GRAYS HARBOR,20180309,4257605177,412543,HIGH COUNTRY POTPORRIE,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033177630010000,985419536
1468,ACTIVE (ISSUED),916 KENTUCKY ST,,BELLINGHAM,WHATCOM,20180529,4253432535,414200,HIGH END FARMS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6041253820010000,982254226
1469,PENDING (ISSUED),5300 17TH AVE NW,STE A,SEATTLE,KING,20180223,2063952036,420292,THE SOURCE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6031478630010000,981073815
1470,ACTIVE (ISSUED),7182 RD 16 NE STE A2,,MOSES LAKE,GRANT,20180531,2535093665,425045,DID CROPS,WA,MARIJUANA PRODUCER TIER 2,6033576440010000,988379325
1471,ACTIVE (ISSUED),2855 US 97 #B,,PESHASTIN,CHELAN,20180612,4252601848,412214,NW GROWER,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6041271450010000,988470000
1472,ACTIVE (ISSUED),6994 RD 10 NE,,MOSES LAKE,GRANT,20180625,2065790662,413656,THE HEIGHTS CONSERVATORY,WA,MARIJUANA PRODUCER TIER 3,6033571010010000,988370000
1473,PENDING (ISSUED),4593 BAY RD STE B,,BLAINE,WHATCOM,20180608,3603932690,416571,ALMOJERA FARMS,WA,MARIJUANA PRODUCER TIER 2,6033615490010000,982300000
1474,ACTIVE (ISSUED),12539 E MARGINAL WAY S STE C,,TUKWILA,KING,20180619,4257530673,422981,"MOUNT BAKER RETAIL PARTNERSHIP,LLC",WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033568920010000,981682560
1475,ACTIVE (ISSUED),1106 CENTER ST,,TACOMA,PIERCE,20180417,2063641738,415754,JDA SECURITY ALLIANCE,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6030137900010000,984098035
1476,ACTIVE (ISSUED),11603 HWY 99,,EVERETT,SNOHOMISH,20180530,4253531449,415504,BUD HUT,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033594940010000,982044811
1477,ACTIVE (ISSUED),6018 NE ST JOHNS RD STE D,,VANCOUVER,CLARK,20180403,3608417505,426563,THE HERBERY,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033550310010000,986610000
1478,ACTIVE (ISSUED),11463 RAINIER AVE S STE A,,SEATTLE,KING,20180502,2066870523,414573,CANNA REPUBLIC,WA,MARIJUANA RETAILER,6034521320010000,981783963
1479,ACTIVE (ISSUED),6726 ROAD S SE STE A,,WARDEN,GRANT,20180413,5095911209,417223,RIDGEVIEW FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034984670010000,988579560
1480,ACTIVE (ISSUED),34117 140TH ST SE,SUITE A,SULTAN,SNOHOMISH,20180612,3603481092,412271,COPPERHEAD CANNABIS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033496000010000,982947621
1481,ACTIVE (ISSUED),11916 FIDALGO BAY RD,,ANACORTES,SKAGIT,20180315,3604668802,412041,FBR SOUTH BAY,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6028126430010000,982219348
1482,ACTIVE (ISSUED),186 CHEROKEE RD STE C,,OMAK,OKANOGAN,20180502,5093891056,415749,PRIORI CULTIVATION,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6041530060010000,988419476
1483,PENDING (ISSUED),199 EASY ST,,PORT ANGELES,CLALLAM,20180526,3604613555,417135,BC LABS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033613880010000,983620000
1484,ACTIVE (ISSUED),17702 SE MAY VALLEY RD  STE B,,RENTON,KING,20180518,2062908068,413942,SALISH SEA INDUSTRIES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033470130010000,980590000
1485,ACTIVE (ISSUED),11407 67TH AVE NE,,ARLINGTON,SNOHOMISH,20180418,2069099667,412049,DAYANDNIGHT,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6031211660010000,982238802
1486,ACTIVE (ISSUED),2128 S 37TH ST,,TACOMA,PIERCE,20180524,3604026368,423372,THE CANNABIS OASIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034797720010000,984097445
1487,ACTIVE (ISSUED),410 HWY 101,,HOQUIAM,GRAYS HARBOR,20180601,2069991112,416139,YOTANEE LTD.,WA,MARIJUANA PROCESSOR,6027694640010000,985500102
1488,PENDING (ISSUED),4562 MERIDIAN ST #A,,BELLINGHAM,WHATCOM,20180529,3603063053,413145,KHUSH KUSH,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6017803970010000,982269191
1489,ACTIVE (ISSUED),12113 SW CEMETARY RD,,VASHON ISLAND,KING,20180517,2535763806,417382,LAUGHING MAN FARMS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6034900700010000,980700000
1490,ACTIVE (ISSUED),26425 S RUPP RD STE 10,,CHENEY,SPOKANE,20180620,5098687448,413466,SACRED HERB FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033557390010000,990049290
1491,ACTIVE (ISSUED),8401 HOGUM BAY LN NE,,LACEY,THURSTON,20180426,8085469984,412074,KOKUA SERVICES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033106630010000,985163125
1492,ACTIVE (ISSUED),26105 162ND AVE E SUITE A,,ORTING,PIERCE,20180411,3608933581,417352,SEATTLE SUPER CHRONICS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033593810010000,983608200
1493,ACTIVE (ISSUED),13811 SLOKWALM LN SE STE A,,RAINIER,THURSTON,20180605,2536537358,412903,BUDD'S SUNNY DAYS GROWERS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033554450010000,985769310
1494,ACTIVE (ISSUED),1571 SUMMIT VIEW RD  BLDG A,BLDG A,CLE ELUM,KITTITAS,20180412,2537971520,415773,INDOOR ORGANICS,WA,MARIJUANA PROCESSOR,6033106510010000,989220000
1495,ACTIVE (ISSUED),7521 POSTMA RD UNIT G,UNIT G,MOXEE,YAKIMA,20180423,2539831428,416414,EMERALD ZONE,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033558340010000,989369706
1496,ACTIVE (ISSUED),1110 CHARLESTON BEACH RD W,,BREMERTON,KITSAP,20180616,3609323182,413843,HWY 420,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034060990010000,983124504
1497,PENDING (ISSUED),10525 E TRENT AVE STE 1,,SPOKANE,SPOKANE,20180618,2086603909,413739,SATIVA SISTERS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033538100010000,992064516
1498,PENDING (ISSUED),57406 N THOMAS RD STE B,,BENTON CITY,BENTON,20180619,5096279240,413154,RMNP,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033145410010000,993200000
1499,ACTIVE (ISSUED),4873 GUIDE MERIDIAN RD,,BELLINGHAM,WHATCOM,20180419,3609414518,417107,RNW AGRICULTURAL,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033508850010000,982268082
1500,PENDING (ISSUED),3719 188TH ST NE STE C,,ARLINGTON,SNOHOMISH,20180416,2063550528,413705,GRW AGRICULTURE,WA,MARIJUANA PRODUCER TIER 3,6033202300010000,982238708
1501,ACTIVE (ISSUED),1311 STATE ROUTE 530 NE,UNIT B,DARRINGTON,SNOHOMISH,20180507,4253124423,421941,GREEN HAVEN LLC,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033509520010000,982419782
1502,ACTIVE (ISSUED),15021 GIBRALTER RD,STE A,ANACORTES,SKAGIT,20180521,3603991899,416785,SEA OF GREEN,WA,MARIJUANA PROCESSOR,6041476500010000,982218617
1503,ACTIVE (ISSUED),2940 S M STREET STE C,,TACOMA,PIERCE,20180417,2066794570,410738,BAYVIEW CANNABIS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6041555260010000,984098241
1504,ACTIVE (ISSUED),14504 391ST AVE SE STE A,,GOLD BAR,SNOHOMISH,20171215,4257373259,415979,IGUANA INDUSTRIES,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033553510010000,982519320
1505,PENDING (ISSUED),115 BLANCHARD ST,,SEATTLE,KING,20180604,5202508988,423379,HAVE A HEART,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033536370010000,981212020
1506,ACTIVE (ISSUED),30121 HILLIS RD,UNIT B,ARLINGTON,SNOHOMISH,20171222,3604038931,415930,BOTANICAL ARTS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033582640010000,982239386
1507,ACTIVE (ISSUED),120 NE CANNING DR,,COLVILLE,STEVENS,20180517,5096844420,411970,HERBAL E SCENTS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6024843170010000,991142004
1508,ACTIVE (ISSUED),8629 LITTLEROCK RD SW SUITE A,,OLYMPIA,THURSTON,20180413,3603500805,412985,HORSESHOE PINES,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6034628620010000,985127457
